gdb9_index,E1-CC2,E2-CC2,f1-CC2,f2-CC2
4.600000000000000000e+01,2.517722099999999963e-01,2.878518700000000097e-01,1.112229999999999989e-02,1.239500000000000042e-04
4.700000000000000000e+01,3.295547600000000021e-01,3.295548799999999945e-01,4.571175999999999712e-02,4.571176999999999879e-02
4.800000000000000000e+01,2.571745999999999754e-01,2.706384600000000251e-01,1.852549999999999900e-03,2.342146000000000158e-02
4.900000000000000000e+01,2.371897500000000047e-01,2.622608300000000003e-01,3.287930000000000106e-03,6.248890000000000000e-03
5.000000000000000000e+01,2.341980899999999977e-01,2.510917699999999919e-01,0.000000000000000000e+00,1.681726500000000069e-01
5.100000000000000000e+01,2.477061700000000033e-01,2.491444399999999948e-01,9.748489000000000460e-02,9.039999999999999845e-06
5.200000000000000000e+01,2.470140100000000061e-01,2.896353400000000189e-01,1.673029500000000058e-01,1.000000000000000021e-08
5.300000000000000000e+01,2.465798800000000013e-01,2.483559999999999934e-01,2.921420000000000093e-03,1.293142899999999984e-01
5.400000000000000000e+01,3.390956500000000262e-01,3.391053199999999879e-01,1.133110100000000037e-01,1.133143199999999962e-01
5.500000000000000000e+01,2.649045199999999767e-01,3.281331699999999740e-01,1.832198000000000160e-02,7.629756999999999512e-02
5.600000000000000000e+01,1.535941600000000073e-01,2.204897399999999896e-01,1.065299999999999982e-04,3.469999999999999811e-06
5.700000000000000000e+01,1.561706599999999889e-01,2.588511499999999743e-01,4.061900000000000124e-04,9.365999999999999434e-05
5.900000000000000000e+01,1.900615999999999972e-01,2.469898399999999883e-01,3.142000000000000072e-05,2.561999999999999865e-05
6.000000000000000000e+01,1.095345699999999978e-01,1.718539099999999986e-01,1.634899999999999949e-04,2.042999999999999921e-05
6.200000000000000000e+01,1.298423300000000058e-01,1.815104899999999966e-01,6.763999999999999613e-05,2.107800000000000114e-04
6.300000000000000000e+01,2.711714399999999858e-01,2.827964000000000033e-01,2.742999999999999996e-04,6.478010000000000192e-03
6.400000000000000000e+01,3.157037999999999789e-01,3.287855399999999872e-01,5.314399999999999940e-04,1.546405000000000002e-02
6.500000000000000000e+01,2.607683800000000218e-01,2.974195900000000115e-01,2.763341000000000061e-02,9.097950000000000481e-03
6.600000000000000000e+01,2.633164499999999797e-01,2.730638300000000074e-01,9.552299999999999463e-04,2.182074999999999987e-02
6.700000000000000000e+01,2.812893300000000041e-01,3.065940699999999963e-01,1.666812000000000155e-02,3.824200000000000147e-04
6.800000000000000000e+01,1.624417200000000117e-01,2.822896699999999925e-01,6.781999999999999780e-05,3.240739000000000120e-02
6.900000000000000000e+01,1.607253299999999996e-01,2.591947600000000240e-01,5.116999999999999966e-05,1.784892000000000076e-02
7.000000000000000000e+01,2.168377700000000130e-01,2.560942999999999969e-01,9.667099999999999652e-04,2.867316500000000046e-01
7.100000000000000000e+01,1.797984499999999985e-01,2.523367599999999933e-01,1.208999999999999944e-05,3.148062000000000082e-02
7.200000000000000000e+01,1.709305399999999919e-01,2.544001699999999810e-01,2.180000000000000134e-05,2.299392999999999923e-02
7.300000000000000000e+01,2.161370800000000092e-01,2.575983299999999865e-01,4.679500000000000174e-04,2.787351000000000065e-02
7.400000000000000000e+01,2.199211000000000082e-01,2.548429300000000230e-01,4.985999999999999764e-04,3.643999999999999670e-05
7.500000000000000000e+01,2.492856499999999975e-01,2.511052999999999757e-01,5.670099999999999967e-03,1.201400000000000037e-03
7.600000000000000000e+01,2.505737399999999893e-01,2.875108900000000189e-01,1.435730000000000079e-03,1.106529000000000020e-02
7.700000000000000000e+01,2.247809900000000138e-01,2.961807799999999768e-01,1.219100000000000088e-03,2.377245000000000053e-02
7.800000000000000000e+01,2.661768199999999807e-01,2.826198500000000058e-01,5.519700000000000431e-04,1.348649000000000028e-02
7.900000000000000000e+01,2.126894799999999863e-01,2.565096399999999832e-01,1.142339999999999935e-03,2.088432999999999956e-02
8.100000000000000000e+01,2.657081099999999974e-01,3.203977100000000022e-01,4.801000000000000146e-04,3.272818999999999728e-02
8.200000000000000000e+01,2.753701599999999750e-01,2.836248299999999944e-01,7.314059999999999832e-03,3.966309999999999801e-03
8.300000000000000000e+01,3.412946199999999930e-01,3.478871700000000233e-01,1.246576999999999928e-02,4.292417999999999928e-02
8.400000000000000000e+01,2.664192499999999963e-01,3.283268699999999929e-01,8.454899999999999569e-03,3.128601000000000298e-02
8.500000000000000000e+01,2.720924800000000254e-01,3.056119999999999948e-01,1.981375000000000150e-02,2.595930000000000112e-02
8.600000000000000000e+01,2.954047599999999885e-01,3.134244099999999866e-01,4.604924999999999990e-02,2.121713000000000071e-02
8.700000000000000000e+01,2.858296399999999959e-01,2.948570400000000147e-01,1.169999999999999979e-05,6.661349999999999910e-03
8.800000000000000000e+01,2.639140200000000269e-01,2.976382100000000142e-01,1.065313000000000024e-02,5.141456999999999972e-02
8.900000000000000000e+01,2.565162899999999802e-01,2.799205399999999955e-01,1.045335000000000014e-02,1.525075599999999865e-01
9.000000000000000000e+01,1.622576099999999966e-01,2.640063799999999850e-01,2.330000000000000138e-06,4.850829000000000252e-02
9.100000000000000000e+01,2.286106099999999919e-01,2.723901300000000081e-01,7.001899999999999487e-04,5.167999999999999986e-05
9.200000000000000000e+01,2.288930999999999882e-01,2.900585900000000050e-01,7.700699999999999776e-04,7.697890000000000288e-02
9.300000000000000000e+01,1.665255800000000064e-01,2.048971599999999949e-01,1.043999999999999999e-05,3.555599999999999906e-04
9.400000000000000000e+01,1.688538699999999892e-01,2.691906700000000208e-01,0.000000000000000000e+00,1.225434000000000072e-02
9.500000000000000000e+01,3.196873000000000076e-01,3.233746299999999962e-01,6.689400000000000294e-04,7.029633999999999883e-02
9.600000000000000000e+01,2.641798499999999938e-01,2.758162200000000008e-01,1.094761999999999992e-02,1.328518000000000060e-02
9.700000000000000000e+01,2.570744300000000204e-01,2.692466800000000160e-01,9.197300000000000050e-04,2.302871000000000085e-02
9.800000000000000000e+01,2.665612199999999876e-01,3.030530200000000063e-01,1.176269999999999920e-02,2.115053999999999892e-02
9.900000000000000000e+01,2.525503399999999843e-01,2.638152000000000275e-01,6.464500000000000194e-04,3.630190000000000153e-03
1.000000000000000000e+02,2.963804099999999830e-01,3.043213200000000063e-01,1.122798000000000025e-02,4.676500000000000101e-04
1.010000000000000000e+02,2.672871099999999944e-01,2.954171199999999775e-01,5.150690000000000303e-03,1.324549000000000039e-02
1.020000000000000000e+02,2.526577600000000090e-01,2.770295600000000080e-01,1.928799000000000138e-02,1.823086999999999971e-02
1.030000000000000000e+02,2.893863600000000091e-01,3.049939400000000189e-01,4.827180999999999833e-02,2.762809999999999919e-02
1.040000000000000000e+02,2.557310600000000100e-01,2.851039799999999791e-01,1.695806999999999870e-02,9.592089999999999297e-03
1.050000000000000000e+02,3.429182900000000145e-01,3.440145299999999851e-01,4.000000000000000084e-08,4.283714000000000272e-02
1.060000000000000000e+02,2.657759399999999883e-01,3.082226900000000214e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.070000000000000000e+02,2.698389199999999821e-01,2.841142199999999729e-01,2.632399999999999801e-04,6.566699999999999968e-03
1.080000000000000000e+02,2.719083700000000103e-01,2.857267099999999949e-01,2.069800000000000004e-04,2.936339999999999957e-03
1.090000000000000000e+02,3.128613800000000222e-01,3.305834699999999904e-01,1.095679999999999918e-03,2.424400000000000166e-03
1.100000000000000000e+02,1.644123299999999954e-01,2.663947500000000135e-01,3.033800000000000125e-04,3.748600000000000261e-04
1.110000000000000000e+02,1.646184099999999928e-01,2.913919700000000002e-01,1.417500000000000032e-04,1.523249999999999951e-02
1.120000000000000000e+02,1.839420499999999958e-01,2.231265699999999963e-01,1.002299999999999941e-04,3.636270000000000040e-03
1.130000000000000000e+02,2.141909200000000069e-01,2.331250199999999884e-01,7.369300000000000069e-04,3.709829999999999899e-03
1.140000000000000000e+02,1.726508800000000066e-01,2.457982200000000117e-01,1.586219999999999948e-03,2.046228700000000122e-01
1.150000000000000000e+02,2.040371099999999938e-01,2.127091399999999910e-01,0.000000000000000000e+00,2.476800000000000139e-04
1.160000000000000000e+02,2.213536299999999957e-01,2.305190900000000098e-01,0.000000000000000000e+00,3.840699999999999735e-04
1.170000000000000000e+02,1.489776100000000103e-01,2.061275300000000033e-01,2.335899999999999912e-04,9.891999999999999480e-05
1.180000000000000000e+02,2.489746999999999932e-01,2.689839199999999875e-01,1.768899999999999954e-04,2.474999999999999986e-04
1.190000000000000000e+02,2.699983100000000191e-01,2.810364100000000143e-01,6.069000000000000338e-05,8.650790000000000216e-03
1.200000000000000000e+02,2.256289599999999895e-01,2.635377700000000045e-01,6.803999999999999502e-04,3.049208099999999866e-01
1.210000000000000000e+02,2.714622999999999897e-01,2.834778099999999967e-01,1.749999999999999974e-06,5.694519999999999790e-03
1.220000000000000000e+02,3.165882999999999892e-01,3.300795000000000257e-01,1.340000000000000088e-06,1.244377999999999977e-02
1.230000000000000000e+02,2.384793199999999946e-01,2.877352699999999874e-01,2.238430000000000020e-03,6.236512999999999779e-02
1.240000000000000000e+02,2.561504099999999950e-01,2.710097599999999884e-01,4.685309999999999822e-03,1.831899000000000027e-02
1.250000000000000000e+02,2.677482999999999946e-01,3.021094699999999911e-01,1.325959999999999986e-02,3.174318999999999752e-02
1.260000000000000000e+02,2.717492200000000135e-01,2.847201999999999789e-01,1.210000000000000062e-06,3.208579999999999939e-03
1.270000000000000000e+02,2.759464099999999753e-01,3.165763500000000064e-01,7.549899999999999797e-04,9.006000000000000171e-05
1.280000000000000000e+02,1.624815699999999918e-01,2.831300999999999957e-01,1.428500000000000028e-04,3.800648000000000221e-02
1.290000000000000000e+02,2.172724199999999939e-01,2.594752200000000064e-01,9.059400000000000439e-04,5.234185999999999700e-02
1.300000000000000000e+02,2.192248400000000041e-01,2.911686299999999838e-01,1.189659999999999936e-03,1.983227999999999935e-01
1.310000000000000000e+02,1.621877399999999969e-01,2.542366999999999821e-01,4.712000000000000287e-05,8.033179999999999141e-03
1.320000000000000000e+02,1.605439800000000028e-01,2.713555200000000167e-01,2.404200000000000054e-04,1.551959999999999971e-02
1.330000000000000000e+02,3.415689199999999981e-01,3.516402800000000273e-01,1.039969999999999957e-02,2.940999999999999929e-04
1.340000000000000000e+02,2.659238700000000066e-01,3.189411999999999803e-01,4.658400000000000258e-04,2.243049999999999905e-02
1.350000000000000000e+02,2.721418199999999787e-01,3.057569500000000273e-01,4.370747999999999994e-02,1.044500000000000045e-04
1.360000000000000000e+02,2.696535899999999986e-01,3.046930800000000050e-01,4.264891999999999989e-02,2.000000000000000042e-08
1.370000000000000000e+02,2.795692599999999861e-01,2.896593299999999926e-01,3.053983999999999865e-02,9.147090000000000082e-03
1.380000000000000000e+02,2.666167799999999977e-01,2.668655999999999806e-01,1.000000000000000021e-08,9.771100000000000011e-04
1.390000000000000000e+02,2.539723099999999789e-01,2.714056599999999930e-01,1.330559999999999946e-03,3.292627000000000054e-02
1.400000000000000000e+02,2.454830699999999977e-01,2.624694300000000036e-01,1.639424000000000090e-02,9.393134999999999679e-02
1.410000000000000000e+02,2.532213799999999959e-01,2.684675499999999992e-01,1.377830000000000027e-02,2.329163999999999887e-02
1.420000000000000000e+02,2.889053100000000263e-01,3.093385200000000057e-01,3.596890000000000157e-03,6.522846999999999673e-02
1.430000000000000000e+02,2.614566400000000179e-01,2.800658100000000261e-01,2.659171999999999925e-02,1.236120299999999977e-01
1.440000000000000000e+02,2.702408299999999874e-01,2.874341200000000152e-01,1.507124999999999958e-02,6.393239999999999687e-03
1.450000000000000000e+02,1.684115700000000104e-01,2.783930499999999753e-01,9.361000000000000668e-05,1.501635400000000120e-01
1.460000000000000000e+02,1.639015000000000055e-01,2.167634999999999978e-01,1.263899999999999876e-04,1.041919500000000054e-01
1.470000000000000000e+02,1.605722400000000050e-01,2.421031600000000117e-01,2.210699999999999959e-04,2.483586999999999947e-02
1.480000000000000000e+02,1.940597900000000098e-01,2.485981399999999952e-01,7.264429999999999672e-03,1.964292699999999892e-01
1.490000000000000000e+02,3.113943000000000128e-01,3.208880499999999802e-01,1.223365000000000043e-02,8.162300000000000371e-04
1.500000000000000000e+02,2.957796500000000051e-01,2.995965300000000275e-01,3.209742000000000151e-02,1.138110999999999984e-02
1.510000000000000000e+02,2.625681599999999949e-01,2.780088399999999793e-01,6.098541999999999852e-02,1.199140999999999922e-02
1.520000000000000000e+02,2.775311699999999937e-01,2.976648700000000258e-01,2.886067999999999967e-02,1.289778999999999926e-02
1.530000000000000000e+02,2.650838999999999834e-01,3.190217300000000034e-01,1.384929999999999928e-03,3.443780999999999926e-02
1.540000000000000000e+02,2.654608099999999915e-01,2.687007100000000093e-01,1.614869000000000027e-02,2.392539999999999858e-03
1.550000000000000000e+02,2.803878799999999782e-01,2.984695499999999724e-01,1.293920000000000053e-03,3.441099999999999715e-02
1.560000000000000000e+02,2.763350700000000160e-01,2.770610299999999859e-01,2.994559999999999843e-03,2.677517600000000053e-01
1.570000000000000000e+02,2.500942600000000127e-01,2.591625000000000179e-01,7.499829999999999865e-03,1.229612699999999975e-01
1.580000000000000000e+02,2.343899100000000069e-01,2.651815399999999934e-01,7.184069999999999345e-02,2.051454000000000125e-02
1.590000000000000000e+02,3.379698500000000161e-01,3.479977000000000209e-01,3.994199999999999834e-03,1.412011999999999989e-02
1.600000000000000000e+02,2.677270400000000272e-01,3.126342100000000235e-01,2.504042999999999894e-02,1.176638999999999984e-02
1.610000000000000000e+02,2.805074599999999863e-01,2.910502099999999759e-01,3.002768000000000104e-02,1.467919999999999989e-02
1.620000000000000000e+02,2.921232300000000115e-01,2.999425600000000247e-01,7.712179999999999903e-03,7.974230000000000554e-03
1.630000000000000000e+02,2.545309499999999781e-01,2.730994199999999816e-01,6.609699999999999603e-03,7.689650000000000131e-03
1.640000000000000000e+02,2.835773200000000216e-01,2.923375400000000068e-01,6.475210000000000340e-03,1.655099000000000153e-02
1.650000000000000000e+02,2.429751199999999889e-01,2.707046499999999911e-01,4.368596000000000285e-02,8.422222000000000042e-02
1.660000000000000000e+02,2.240313999999999917e-01,2.437867599999999912e-01,7.639929999999999638e-03,5.780036999999999675e-02
1.670000000000000000e+02,2.597292399999999724e-01,2.826086099999999823e-01,2.989056000000000005e-02,1.001759200000000016e-01
1.680000000000000000e+02,2.284652400000000139e-01,2.606468200000000013e-01,0.000000000000000000e+00,1.003448000000000014e-02
1.690000000000000000e+02,2.396023599999999865e-01,2.463020300000000051e-01,6.878708000000000045e-02,0.000000000000000000e+00
1.700000000000000000e+02,2.433598299999999992e-01,2.499766800000000067e-01,7.838544000000000067e-02,6.388450000000000378e-03
1.710000000000000000e+02,2.203886599999999862e-01,2.271730100000000085e-01,6.112089999999999711e-03,8.684003999999999335e-02
1.720000000000000000e+02,2.306685800000000119e-01,2.705463599999999857e-01,5.946859999999999993e-03,5.001489999999999929e-03
1.730000000000000000e+02,2.301536100000000085e-01,2.762609200000000209e-01,0.000000000000000000e+00,1.487120899999999912e-01
1.740000000000000000e+02,2.223969100000000032e-01,2.359205900000000133e-01,1.140649999999999997e-03,6.626299999999999898e-03
1.750000000000000000e+02,2.406891600000000131e-01,2.811819999999999875e-01,5.956646000000000163e-02,5.836204999999999865e-02
1.760000000000000000e+02,2.138969900000000091e-01,2.283604800000000046e-01,5.222649999999999688e-03,1.029680000000000048e-03
1.770000000000000000e+02,2.134515800000000019e-01,2.317961099999999997e-01,7.163450000000000026e-03,0.000000000000000000e+00
1.780000000000000000e+02,2.119108299999999945e-01,2.202578799999999892e-01,2.285199999999999818e-03,3.531806399999999901e-01
1.790000000000000000e+02,2.443383799999999939e-01,2.638830899999999868e-01,2.294220000000000027e-03,5.605360000000000203e-03
1.800000000000000000e+02,2.349254600000000026e-01,2.554734200000000066e-01,3.216510000000000116e-03,2.416973900000000119e-01
1.810000000000000000e+02,2.261879400000000040e-01,2.462301699999999982e-01,4.205470000000000215e-03,2.062358800000000103e-01
1.820000000000000000e+02,2.170432899999999998e-01,2.316767499999999869e-01,1.004395999999999935e-02,8.531270000000000520e-03
1.830000000000000000e+02,2.306885800000000042e-01,2.346394900000000061e-01,3.289520000000000204e-03,5.251117000000000284e-02
1.840000000000000000e+02,5.138366899999999848e-01,5.138460099999999642e-01,1.000000000000000021e-08,1.000000000000000021e-08
1.870000000000000000e+02,2.179595099999999952e-01,2.509178499999999978e-01,3.458499999999999769e-04,2.000000000000000042e-08
1.880000000000000000e+02,2.348857900000000110e-01,2.394821799999999890e-01,6.124700000000000500e-04,1.281345899999999927e-01
1.890000000000000000e+02,2.580518299999999821e-01,2.619089000000000000e-01,1.226997400000000016e-01,5.431489999999999756e-03
1.900000000000000000e+02,2.241560900000000023e-01,2.401678700000000055e-01,1.480200000000000092e-03,3.780504999999999977e-02
1.910000000000000000e+02,2.404670999999999892e-01,2.520027400000000029e-01,2.205561500000000064e-01,1.127737000000000010e-02
1.920000000000000000e+02,2.406514399999999942e-01,2.468021599999999927e-01,1.792676900000000073e-01,3.756390000000000076e-03
1.930000000000000000e+02,2.468357300000000032e-01,2.473516799999999904e-01,1.990605300000000133e-01,2.355649999999999931e-03
1.940000000000000000e+02,2.157643399999999989e-01,2.350176200000000104e-01,6.782009999999999775e-03,9.868902999999999703e-02
1.950000000000000000e+02,2.112781999999999993e-01,2.217149900000000007e-01,2.364927000000000001e-02,1.949624100000000027e-01
1.960000000000000000e+02,2.174112300000000109e-01,2.211450899999999886e-01,1.627505800000000058e-01,2.988843000000000055e-02
1.970000000000000000e+02,2.320943900000000115e-01,2.376987499999999864e-01,1.109039599999999959e-01,1.334430199999999955e-01
1.980000000000000000e+02,2.071751699999999918e-01,2.293347000000000024e-01,1.963099999999999958e-04,1.841500000000000038e-03
1.990000000000000000e+02,2.161876000000000075e-01,2.425183999999999951e-01,4.083299999999999885e-04,1.358019999999999930e-03
2.000000000000000000e+02,2.317891199999999874e-01,2.567561600000000110e-01,5.074899999999999810e-04,1.395000000000000027e-04
2.010000000000000000e+02,2.305260799999999943e-01,2.357155300000000064e-01,1.162800000000000048e-04,1.846338000000000146e-02
2.020000000000000000e+02,2.388147599999999871e-01,2.411569000000000074e-01,9.233800000000000341e-02,1.620299999999999920e-04
2.030000000000000000e+02,2.409608000000000028e-01,2.519312200000000113e-01,9.490348999999999313e-02,6.368952999999999420e-02
2.040000000000000000e+02,2.390572300000000094e-01,2.465452200000000094e-01,1.076242899999999975e-01,3.127009999999999946e-03
2.050000000000000000e+02,2.062408000000000019e-01,2.114460900000000032e-01,4.921120000000000182e-03,1.308579999999999943e-03
2.060000000000000000e+02,2.109510800000000130e-01,2.169127499999999875e-01,7.700356999999999341e-02,3.099600000000000207e-04
2.070000000000000000e+02,2.133394600000000085e-01,2.157663099999999889e-01,5.514637000000000011e-02,1.525328999999999921e-02
2.080000000000000000e+02,2.064758999999999900e-01,2.273643599999999876e-01,7.259364000000000094e-02,9.317499999999999394e-03
2.090000000000000000e+02,2.154655500000000057e-01,2.234058200000000050e-01,4.792099999999999875e-04,8.519999999999999742e-05
2.100000000000000000e+02,2.180773699999999926e-01,2.259734999999999938e-01,1.067377600000000010e-01,2.578300000000000166e-04
2.110000000000000000e+02,2.137925999999999993e-01,2.560969499999999899e-01,9.820584000000000258e-02,1.203000000000000002e-05
2.120000000000000000e+02,2.414329699999999967e-01,2.510799899999999751e-01,1.304055500000000090e-01,6.508100000000000386e-04
2.130000000000000000e+02,2.426980900000000052e-01,2.568565300000000273e-01,9.986586999999999548e-02,5.006279999999999758e-02
2.140000000000000000e+02,1.945856599999999936e-01,2.415790100000000107e-01,0.000000000000000000e+00,7.000000000000000477e-08
2.150000000000000000e+02,1.970952900000000063e-01,2.491190299999999913e-01,2.833128000000000035e-02,2.458911000000000083e-02
2.160000000000000000e+02,1.912193000000000087e-01,2.568775500000000100e-01,7.893290999999999502e-02,1.083740799999999976e-01
2.170000000000000000e+02,2.048399800000000048e-01,2.582193899999999931e-01,2.689789999999999889e-02,6.529227999999999421e-02
2.180000000000000000e+02,1.753742199999999973e-01,2.175019300000000100e-01,1.441389000000000038e-02,0.000000000000000000e+00
2.190000000000000000e+02,2.725455999999999990e-01,2.842489999999999739e-01,1.000000000000000021e-08,3.401470000000000188e-03
2.200000000000000000e+02,3.306899699999999998e-01,3.306908399999999859e-01,8.225559999999999816e-03,8.210349999999999940e-03
2.210000000000000000e+02,2.615282700000000071e-01,2.995484299999999767e-01,2.171005999999999977e-02,7.580199999999999829e-04
2.220000000000000000e+02,2.638844300000000032e-01,2.715237600000000029e-01,3.778339999999999824e-03,1.227186000000000075e-02
2.230000000000000000e+02,2.759045900000000051e-01,3.088037000000000143e-01,1.232527999999999922e-02,4.245109999999999856e-03
2.240000000000000000e+02,1.636915700000000085e-01,2.730721300000000240e-01,2.313000000000000047e-05,3.312248999999999749e-02
2.250000000000000000e+02,1.603462499999999957e-01,2.617508399999999846e-01,9.411000000000000528e-05,1.343695999999999953e-02
2.260000000000000000e+02,2.639926300000000059e-01,3.253623299999999774e-01,1.909500000000000064e-04,2.471761999999999918e-02
2.270000000000000000e+02,2.667548699999999773e-01,2.710877300000000267e-01,3.356799999999999845e-04,1.735586999999999894e-02
2.280000000000000000e+02,3.293915299999999879e-01,3.361108700000000060e-01,4.009021000000000112e-02,5.542626999999999970e-02
2.290000000000000000e+02,2.639308200000000104e-01,3.229401700000000264e-01,1.635392999999999916e-02,5.971283000000000146e-02
2.300000000000000000e+02,2.677646699999999824e-01,2.961654699999999862e-01,4.799100000000000046e-04,2.485174999999999884e-02
2.310000000000000000e+02,1.546966899999999978e-01,2.133724399999999966e-01,1.595300000000000125e-04,9.584000000000000396e-05
2.320000000000000000e+02,1.910794700000000013e-01,2.417703999999999964e-01,9.496999999999999366e-05,5.402000000000000118e-04
2.330000000000000000e+02,2.698076099999999755e-01,2.805294500000000135e-01,7.459300000000000088e-04,4.657589999999999647e-03
2.340000000000000000e+02,2.610561699999999763e-01,2.701621399999999951e-01,2.215350000000000045e-03,3.420283999999999824e-02
2.350000000000000000e+02,1.698770900000000084e-01,2.630668899999999977e-01,2.894799999999999999e-04,1.036804000000000024e-02
2.360000000000000000e+02,1.732855699999999999e-01,2.619842800000000138e-01,1.989999999999999921e-05,7.348709999999999617e-03
2.370000000000000000e+02,2.165825399999999901e-01,2.574466899999999780e-01,4.855899999999999908e-04,1.147955999999999976e-02
